title,poem,tags,is_love_poem,decade
Vaarnatten,"Bækkene mumler i søvne.

Tungt luter buskene over.

Gylden i sortblanke vanda

sænker en stjerne sit skin.

Vaarlig er stjernen; den funkler

ned til de verdner, som sover.

     Stjerne, du hellige,

svar, om du ogsaa er min?



Skrek det? . . . Et trækfuglskriks ve-lyd!

Vildt som i smerte det kalder.

Gav det et løfte kanhænde,

varslende kjærlighet, død?

Søvntrætte bækkene graater,

vet ikke selv, hvad de laller.

     Stjernen, den hellige,

speiler sig sitrende rød.","Vår, Et liv i dikt, Nils Collett Vogt, Alle dikt alfabetisk, Dikt skrevet på 1900-tallet",0,1900
Guldkorn 0014,"Den har ei sjæl, som ikke tror,

  naturen er en aaben bog,

  at mossens blege klippeflor

  saa vel som rosen har sit sprog.","Dikt skrevet på 1800-tallet, Guldkorn, Henrik Wergeland",0,1800
"Siste hilsen til deg, Roger","I natt har lyset slukket,

men du kan ikke se,

for dine øyne er lukket.

Din pust tar deg med til rolige strender.



Jeg gråter

og tårene renner.

tårene er for deg,for vi var så gode venner...



Du var en gave for alt og alle,

men mange rundt deg var bitre og kalde.



Din nydelige sjel led og var sliten.

Du måtte gi slipp,

men tiden var så liten.



Du har sunget siste verset på livets sang.

Du tapte kampen om livets gang.



Selvom tiden var kort, og veien var lang

skapte du minner av din tid her på jord,

og jeg vil aldri glemme et eneste ord!



Du ga meg et hjerte så sterkt

som en vind....","Tullerose, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Døden",0,2000
Den sorgfulle,"Men dypt ind under sneens frosne hvælv

gaar med sit vaarsus kjærlighetens elv,

tyst framlende sig vei ad nye baner

og stanser, hulker, eller risler søtt,

av ubevisste lykkelængsler født:

Snart smelter sneen, før hun selv det aner.



Og se, nys spraing i gryets guld den fri

og silrer nu saa morgenblank forbi

den første vaarblomst, tindrende av glæde.

Hun bryter blomsten, der i sol den staar,

men kjender smerten bare dobbelt saar

og kaster den i græmmelse og lede:



Ak, hvorfor elske, hvorfor haabe, tro,

naar bare sorg og mindes gift vil gro

av det, som burde livets kræfter hæve!

Og ut hun ser, hvor aften fin og rød

nu synker underlig og længselsbløt,

saa ømt hun føler hjertets strenge bæve.



Hun tænker paa, hvor tillidsfuldt hun gav

av al sin overflod, helt uten krav,

kun fyldt med takk, kun salig ved at give.

Og ei hun fatter det til denne stund:

Jo mer hun gav, des mere rik var hun,

var hun, som dog saa fattig skulde blive.



Og som et hjerte overflyldt og træt

blot græte kan, slik har hun ogsaa grætt

sig alle tanker sløvede og blinde

og ønsket, at det aldrig mer blev vaar,

men vinter kun og helst saa kold og haard,

saa hvass, at intet løvspring turde skinne.



Og atter falder sneen tæt og tung

og kvæler hvert et skudd; men hun er ung

og yngre kanske, end hun selv det aner.

Og dypt ind under sneens frosne hvælv

gaar med sit vaarsus kjærlighetens elv,

stilt famlende sig vei ad nye baner.","Nils Collett Vogt, Dikt skrevet på 1800-tallet, Kjærlighet, Et liv i dikt, Sorg, Alle dikt alfabetisk",1,1800
Refleks,"Inatt er månen gyllen, 

  de fjerne skoger blå. 

  Og du har ingen verdens ting 

  å tenke på. 



  Så lar du blikket dvele 

  ved månens blanke skål, 

  som skinner i den gylne glans 

  fra solens bål. 



  Og dine øyne fylles 

  av samme strålevell, 

  det samme gylne lys 

  som solen selv.","På stengrunn, Rudolf Nilsen, Dikt skrevet på 1900-tallet, Alle dikt alfabetisk, Månen",0,1900
Min elskede,"Du var den

som lærte meg å elske

du var den

som ga meg et håp

jeg kaller det ikke annet enn frelse

dette var livets lykkes' dåp



Opp og ned,

som berg og dal

en evig bred vei,

var nå blitt smal

hvor vi skulle hen, 

visste ikke jeg,

men verdt det var det

hvis det var med deg.","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Kjærlighet",1,2000
Ønsket om en hvit jul,"På speilglatte fortau, hun satte seg ned

en jakt etter blårev og nyfallen sne

Et ønske om hvit jul fikk ny dimensjon

med mørbanket rompe i sykehusets korridor.

Men ribbe og surkål det fikk hun om senn

og gaver fra barna var heller ei glemt

En blomst fikk hun også, inn på sitt bord

en hvit jul i byen det ble det på mor.

På ny går det atter igjen nu mot jul

i år er det rya som slår henne ut

Med mørbanket ribben hun stabler seg opp

fra lenestolen som fanget hennes kropp.

Men hør kjære mor dette sannhetens ord

sitt stille og vent på både ribbe og svor

Vi henter deg hjemme og bringer deg ut

du trenger ikke blårev og snø til vår jul .","Jul, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Harald Haarfagre.,"Dei segjer der vest

        paa Karmsund-Leid,

der Haarfagre sov i sin Haug,

        at bryt seg i Storm

        Havet mot Land

med Dunder og ylande Draug,

        daa vaknar Gamlingen,

        reiser seg upp

og skodar kringum seg vidt;

        og Auga logar

        lik kvasse Eld,

        som der han stend

        i den myrke Kveld

og ser yver Landet sitt.

        Og daa det er,

        at møtest det tvo,

        so spør den eine

        den andre som so:





Naar Baara velt seg

        fraa framand Strand

        med Tore-Dyn

        imot Noregs Rand

        og brøyter Skum-Veg

        til Sund og Vik

        og straar yver Strender

        Vrak og Lik,

        - daa stig han,

        Nordmanna-Storegut,

        i Brynje-Bunad

        or Haugen ut

        og skodar yver

        si Heimsens Bygd,

        um Kollarne stend

        med si gamla Trygd,

        og ser seg ikring,

        um det inkje er so,

        at enno ligg Noreg

        fritt yver Sjo,

        og røyner etter,

        um Landsens Menn

        stend burtmed Varde

        paa Vakthald enn;





Men kjem det ei Tid

        daa Noregs Folk

        kysser paa Hand

        og takkar fyr Svolk,

        og gløymer det,

        som det eingong var

        og hugsar kje paa,



        det var skapt til Kar,

        og let seg nøra

        med Vanvyrd og Svik,

        og bed til Sjaund

        fyr sitt eige Lik,





Og du, som er

        av vaart eige Lag,

        du, som liver

        i Noreg idag:

heve du set han Harald blunka?","Per Sivle, Konger, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet",0,1800
Et lite minne om de dyrene som sitter i buret sitt hver eneste dag,"Jeg sitter her i buret hver eneste dag. 

Ser ut på det grønne gresset som er utenfor mitt bur.

Tenker på de gode dager i mitt liv, da jeg

    var midtpunkt for venner

og kjente. Nå er de gode dager forbi og jeg sitter her 

og lengter etter å komme 

ut av det trange buret jeg sitter i hver

    eneste dag,lengter etter kjærlighet,frihet 

og den pleie jeg aldri får. Jeg hører de voksne

    si til de små at du lovte å pleie det dyret 

du fikk. Men det eneste jeg får er en gulrot

    og tørrfòr og en flaske med vann, men verken

mat eller vann er det jeg trenger mest nå, det jeg

    trenger er kjærlighet og den pleie og omsorg 

jeg aldri lenger får. 

Kan du høre meg Gud? Kan du ta meg vekk fra denne jord?","Dikt om dyr, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Min bestevenn,"Dere er mine beste venner, kjempesnille og de jeg kjenner!

Grei, hyggelig og alt mulig, og dere er veldig kule!

Bestevenner vil vi alltid være, det vil være meg en stor ære!!!

❤️😂❤️❤️❤️❤️❤️❤️❤️❤️😂😂😂😂😂😂","Korte dikt, Vennskap, Svaniani, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Sjøbanan,"bli med fantorangen

og spis en sjøbanan

og syng denne sangen 

hele da`n

sjøbananer gjør deg glad 

og det er bra","Korte dikt, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Kjærlikens vrede,"Vi går alle rundt og vandrar med denne ballen i bryste

Vi smiler til kvart eit ansikt forsikrar andre med varm sikt

forsikrar andre slik ingen kan klandre



Kva då med kjærliken?



Ho vender seg mot meg og stirrar meg ut

Eg stirrar tilbake og vandrar så ut

men eg hugsar kvar ein detalj



De pene bustete gylne raude håret

Dei små varme augo som skinte som sjela mi tilbake til di

Den pene frakken med de søte knapper på

Men det er ikkje utan grunn eg hugsar alt dette



Grunnen var smile, de lille korte smile, som rørte mitt hjerte

Den varme sommerbris, varmet på forskjellig vis

og møtte ingen tvil, om at eg var din.



Eg veit ikkje kven ho var eller kjem til og bli

Eg kan vel bare la vere og slandre vidare

Det er nemlig bare kjærliken som har skutt meg med si falske bue.","Dikt, Kjærlighet, Oscarbjork",1,0
Venner (kortdikt),"En venn er viktig 

En venn er dyktig 

En venn forstår deg 

En venn står for deg .

Om du gråter og er lei 

Så smiler jeg til deg . 

Livet er så ensomt 

Ensomt uten deg .","Dikt skrevet på 2000-tallet, Korte dikt",0,2000
Konvaller,"Her lands med aaen staar de ikke spredt,

men i sin marmorhvithet tæt i tæt.

Dog naar de allertættest gror, da maa

en se sig nøie for og varsomt traa:

Hvor sommerlijg og fredfuld aaen risler

den tamme visen sin, vi alle kan,

der løfter sig et hode op og hvisler . . .

Det er en anden fjetrende musik

end aaens mumlende . . . Et djevelsk blik,

en huggorms giftige, en giftspændt tand -



«Aa, kjære barn! Forsiktighet! Pas paa!»



Vi vet det alle: Hvor det rikest gror,

der lurer farer fler, end noen tror.

Det gir en egen skremmende mystik.



Her var fra gammel tid et huggormland.



Til huset fører snorrett en allé,

hvor dagstøtt under ensomhetens vekt

i mer end hundre aar slekt efter slekt

har gaat i høstlig regn, i vintres sne.

Det var vel ikke tidt saa morsomt just.

«Men vit, I unge, livet er et pust,

og længsler, som gav fryd og graat og ve

snart skjemmes vil av tidens golde rust.

Bli, hvor I er! Her har I vern og le.»



Men kommer efter sno og sne og slud

den lyse mai med anelser og bud,

da merkes atter duften skjær og ren.

 vet om en.  vet om en.

Og junikvelden i sin hete glans

staar mæt av vellukt, tendende hver sans,

mens aaen risler, risler uten stans.



«Tro ikke, barn, at livet er en fest.

Vi gamle, som har levet, saa det best.

For os var det en strid fra dag til dag,

og kjærligheten, ak, et tomt bedrag.

Dypt i hver sjæl en slanges trollske krop,

som uten varsel reiser hodet op.

For ord, som saarer . . . straks en liten rift,

og blodet stivnet til av hatets gift.

       Pas paa! Pas paa!

Husk mindelsen I fik, da I var smaa!»

       

Nu dufter det om dagen og om natten.

Det frister søtt i gyldne kveldes fred.

Men slanger vokter skatten, marmorskatten.



Og netop  er stevnemøtets sted.



Hit slipper ingen ind. Det vites jo.

       Et ormebo.

Og derfor gaar i tryghet to og to

og ler av gammelvisdom, overtro.

Men huset sover i sin tunge ro.

Et huggormland. Et eventyrets land.

O vaar og elskov over al forstand!","Sommer, Et liv i dikt, Nils Collett Vogt, Alle dikt alfabetisk, Dikt skrevet på 1900-tallet",0,1900
Godmorgen! (moderne),"Dagen er oppe, gleden er tent

 mismotets sky-borg stormet og brent,

 over de glødende fjelle

 lyskongens hærskarer tjelde.

    ""Oppe, oppe!"" fugl i lund,

    ""oppe, oppe!"" barnemunn,

    oppe mitt håp med solen.","Bjørnstjerne Bjørnson, Dikt omskrevet til moderne språkdragt, Alle dikt alfabetisk",0,0
Skule dikt,"Eg kjem ikkje  

Til å trenge dette,  

Nei ikkje no ikkje  

Dette.  

Føkk dikt og alt slikt,  

Eg er lei  

Snart finn eg tau 

Eg ser på you tube  

Og lærar meg tau  

eg finn ein påle,  

den heng eg ved  

til den dag i dag.","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Dikt på nynorsk",0,2000
Måneskinn,"Det er noe vakkert høyt der oppe

Stjernehimmel lyser klart

og den største av dem alle

er et tegn fra våres far

Han vil be oss se mot himmelen

noe vakkert skal snart skje

det er jorda som skal skygge for

den månen som vi ser

Måneskinn, mystikk, magi

drømmer haster fort forbi

Trollbundet står jeg alene i natten

og ser på den reneste eventyrskatten.","Månen, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Det er vennene dine som gir deg liv,"Det er vennene dine som gir deg liv,

ikke la bekymringene gjøre deg stiv.



vennene dine er de som gjør deg til den du er,

gå å fest med din venn i det solfyllte vær,



det er ingen andre enn du vet enn dine venner

ikke bry deg ikke om de du vet om, bry deg heller om de du kjenner!



for når målet er nådd

er livet godt.","Vennskap, Alle dikt alfabetisk",0,0
Katter er søte,"Katter er søte,

          kaniner er søte,

              MEN DU

          er mye SØTERE♥","Kjærlighet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
Kjærleiken er lydig,"(gut)



Ein konfirmant er ikkje ein stødig, varig ven,

ein kompis som er stabil ved kvart høve.

Da kan ein heller seie at ein konfirmant er ein,

som setter alt ditt tolmod  på ein prøve.



Han vaknar opp som omskapt ein ganske vanleg dag,

med feiljusterte lydar ifrå strupa.

På halsen tittar dun, skjegg og kviser opp i lag,

og gamlingane hamnar under lupa.



Og han er ikkje nådig, her vert det lyst med lykt,

og obdusert med skalpellkvasse fakta.

Nei, inga gamle sanningar får leva livet trygt, 

no er det tid for opprør imot makta.



Og er du sjølv pedantisk og krev din rett, la vær!

Det drys med rot, i rom han sig igjennom.

Elles må du hugse at din musikksmak er sær.

Og hjernen hans er nesten aldri heimom.



Men innimellom er han, litt rotlaus og forsagt,

og hendene vert lange og fortapte.

Da er du den han treng, så vær open for kontakt,

men aldri meir enn poden din kan makte.

  

Ja, dagen er no komen, han er din konfirmant!

Sjølv om du nok er både teit og spydig.

Men både du og poden veit, han er din diamant.

Og kjærleiken den utstår alt, er lydig!","Hans Anton Grønskag, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Brukslyrikk. Fra vugge til grav., Konfirmasjon",0,2000
"Ja, vi elsker dette landet (moderne)","Ja, vi elsker dette landet,

 som det stiger frem,

 furet, værbitt over vannet,

 med de tusen hjem.

 Elsker, elsker det og tenker

 På vår far og mor

 Og den saganatt som senker

 drømmer på vår jord.



 Dette landet Harald berget

 med sin kjemperad,

 dette landet Håkon verget

 medens Øyvind kvad;

 Olav på det landet malte

 korset med sitt blod,

 fra dets høye Sverre talte

 Roma midt imot.



 Bøndene sine økser brynte

 hvor en hær dro frem,

 Tordenskiold langs kysten lynte,

 så det lystes hjem.

 Kvinner selv stod opp og strede

 som de vare menn;

 andre kunne bare grede,

 men det kom igjen!



 Visstnok var vi ikke mange,

 men vi strakk dog til,

 da vi prøvdes noen gange,

 og det stod på spill;

 ti vi heller landet brente

 enn det kom til fall;

 husker bare hva som hendte

 ned på Fredrikshald!



 Hårde tider har vi døyet,

 ble til sist forstøtt;

 men i verste nød blåøyet

 frihet ble oss født.

 Det gav faderkraft å bære

 hungersnød og krig,

 det gav døden selv sin ære -

 og det gav forlik.



 Fienden sitt våpen kastet,

 opp visiret for,

 vi med undren mot ham hastet,

 ti han var vår bror.

 Drevne frem på stand av skammen

 gikk vi søderpå;

 nu vi står tre brødre sammen,

 og skal sådan stå!



 Norske mann i hus og hytte,

 takk din store Gud!

 Landet ville han beskytte,

 skjønt det mørkt så ut.

 Alt hva fedrene har kjempet,

 mødrene har grett,

 har den Herre stille lempet

 så vi vant vår rett.



 Ja, vi elsker dette landet,

 som det stiger frem,

 furet, værbitt over vannet,

 med de tusen hjem.

 Og som fedres kamp har hevet

 det av nød og seir,

 også vi, når det blir krevet,

 for dets fred slår leir.","Bjørnstjerne Bjørnson, Sang, 17. mai",0,0
